objective_value,dual_bound,solution,time,termination
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-0.32653061224489793,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-0.32653061224489793,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,1.3061224489795917,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-0.6530612244897959,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-0.6530612244897959,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.16326530612244897,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,1.3061224489795917,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-0.6530612244897959,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-0.6530612244897959,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.32653061224489793,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,1.3061224489795917,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,-2.2857142857142856,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,2.2857142857142856,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
0.0,0.026779860120980725,0.0,10.000135,TIME_LIMIT
